Orthogroup,orths,Gene stable ID version,Transcript stable ID,Transcript stable ID version,Gene name,Gene description,Affected Structure or Process 1 superterm Name,Phenotype Keyword Name,Phenotype Tag,Publication ID
OG0004072,ENSDARG00000077881,ENSDARG00000077881.5,ENSDART00000111028,ENSDART00000111028.3,chl1a,cell adhesion molecule L1-like a [Source:ZFIN;Acc:ZDB-GENE-090313-201],subcommissural organ,morphology,abnormal,ZDB-PUB-200910-9
OG0004072,ENSDARG00000077881,ENSDARG00000077881.5,ENSDART00000111028,ENSDART00000111028.3,chl1a,cell adhesion molecule L1-like a [Source:ZFIN;Acc:ZDB-GENE-090313-201],trunk,curled,abnormal,ZDB-PUB-200910-9
OG0004072,ENSDARG00000077881,ENSDARG00000077881.5,ENSDART00000111028,ENSDART00000111028.3,chl1a,cell adhesion molecule L1-like a [Source:ZFIN;Acc:ZDB-GENE-090313-201],trunk,curled,abnormal,ZDB-PUB-200910-9
OG0004072,ENSDARG00000077881,ENSDARG00000077881.5,ENSDART00000111028,ENSDART00000111028.3,chl1a,cell adhesion molecule L1-like a [Source:ZFIN;Acc:ZDB-GENE-090313-201],trunk,curled,abnormal,ZDB-PUB-200910-9
OG0004072,ENSDARG00000077881,ENSDARG00000077881.5,ENSDART00000111028,ENSDART00000111028.3,chl1a,cell adhesion molecule L1-like a [Source:ZFIN;Acc:ZDB-GENE-090313-201],trunk,curled,abnormal,ZDB-PUB-200910-9
OG0004072,ENSDARG00000077881,ENSDARG00000077881.5,ENSDART00000111028,ENSDART00000111028.3,chl1a,cell adhesion molecule L1-like a [Source:ZFIN;Acc:ZDB-GENE-090313-201],ventricular system,swollen,abnormal,ZDB-PUB-200910-9
OG0004072,ENSDARG00000077881,ENSDARG00000077881.5,ENSDART00000111028,ENSDART00000111028.3,chl1a,cell adhesion molecule L1-like a [Source:ZFIN;Acc:ZDB-GENE-090313-201],ventricular system,accumulation,abnormal,ZDB-PUB-200910-9
OG0004072,ENSDARG00000077881,ENSDARG00000077881.5,ENSDART00000111028,ENSDART00000111028.3,chl1a,cell adhesion molecule L1-like a [Source:ZFIN;Acc:ZDB-GENE-090313-201],ventricular system,swollen,abnormal,ZDB-PUB-200910-9
OG0004072,ENSDARG00000077881,ENSDARG00000077881.5,ENSDART00000111028,ENSDART00000111028.3,chl1a,cell adhesion molecule L1-like a [Source:ZFIN;Acc:ZDB-GENE-090313-201],ventricular system,swollen,abnormal,ZDB-PUB-200910-9
OG0004072,ENSDARG00000077881,ENSDARG00000077881.5,ENSDART00000111028,ENSDART00000111028.3,chl1a,cell adhesion molecule L1-like a [Source:ZFIN;Acc:ZDB-GENE-090313-201],ventricular system,accumulation,abnormal,ZDB-PUB-200910-9
OG0004072,ENSDARG00000077881,ENSDARG00000077881.5,ENSDART00000111028,ENSDART00000111028.3,chl1a,cell adhesion molecule L1-like a [Source:ZFIN;Acc:ZDB-GENE-090313-201],ventricular system,accumulation,abnormal,ZDB-PUB-200910-9
OG0004072,ENSDARG00000077881,ENSDARG00000077881.5,ENSDART00000111028,ENSDART00000111028.3,chl1a,cell adhesion molecule L1-like a [Source:ZFIN;Acc:ZDB-GENE-090313-201],ventricular system,accumulation,abnormal,ZDB-PUB-200910-9
OG0004072,ENSDARG00000077881,ENSDARG00000077881.5,ENSDART00000111028,ENSDART00000111028.3,chl1a,cell adhesion molecule L1-like a [Source:ZFIN;Acc:ZDB-GENE-090313-201],ventricular system,swollen,abnormal,ZDB-PUB-200910-9
OG0004072,ENSDARG00000077881,ENSDARG00000077881.5,ENSDART00000111028,ENSDART00000111028.3,chl1a,cell adhesion molecule L1-like a [Source:ZFIN;Acc:ZDB-GENE-090313-201],ventricular system,accumulation,abnormal,ZDB-PUB-200910-9
OG0004072,ENSDARG00000077881,ENSDARG00000077881.5,ENSDART00000111028,ENSDART00000111028.3,chl1a,cell adhesion molecule L1-like a [Source:ZFIN;Acc:ZDB-GENE-090313-201],ventricular system,swollen,abnormal,ZDB-PUB-200910-9
OG0000135,ENSDARG00000020850,ENSDARG00000020850.8,ENSDART00000023156,ENSDART00000023156.7,eef1a1l1,"eukaryotic translation elongation factor 1 alpha 1, like 2 [Source:ZFIN;Acc:ZDB-GENE-050706-188]",eye,decreased size,abnormal,ZDB-PUB-040708-1
OG0000135,ENSDARG00000020850,ENSDARG00000020850.8,ENSDART00000023156,ENSDART00000023156.7,eef1a1l1,"eukaryotic translation elongation factor 1 alpha 1, like 2 [Source:ZFIN;Acc:ZDB-GENE-050706-188]",eye,decreased size,abnormal,ZDB-PUB-060503-2
OG0000135,ENSDARG00000020850,ENSDARG00000020850.8,ENSDART00000023156,ENSDART00000023156.7,eef1a1l1,"eukaryotic translation elongation factor 1 alpha 1, like 2 [Source:ZFIN;Acc:ZDB-GENE-050706-188]",head,decreased size,abnormal,ZDB-PUB-040708-1
OG0000135,ENSDARG00000020850,ENSDARG00000020850.8,ENSDART00000023156,ENSDART00000023156.7,eef1a1l1,"eukaryotic translation elongation factor 1 alpha 1, like 2 [Source:ZFIN;Acc:ZDB-GENE-050706-188]",sensory system,quality,abnormal,ZDB-PUB-060503-2
OG0000135,ENSDARG00000020850,ENSDARG00000020850.8,ENSDART00000023156,ENSDART00000023156.7,eef1a1l1,"eukaryotic translation elongation factor 1 alpha 1, like 2 [Source:ZFIN;Acc:ZDB-GENE-050706-188]",whole organism,necrotic,abnormal,ZDB-PUB-040708-1
OG0000135,ENSDARG00000020850,ENSDARG00000020850.8,ENSDART00000023156,ENSDART00000023156.7,eef1a1l1,"eukaryotic translation elongation factor 1 alpha 1, like 2 [Source:ZFIN;Acc:ZDB-GENE-050706-188]",yolk,circular,abnormal,ZDB-PUB-040708-1
OG0000135,ENSDARG00000006838,ENSDARG00000006838.7,ENSDART00000010119,ENSDART00000010119.7,eef1a2,eukaryotic translation elongation factor 1 alpha 2 [Source:ZFIN;Acc:ZDB-GENE-040718-64],atrium,increased size,abnormal,ZDB-PUB-170916-10
OG0000135,ENSDARG00000006838,ENSDARG00000006838.7,ENSDART00000010119,ENSDART00000010119.7,eef1a2,eukaryotic translation elongation factor 1 alpha 2 [Source:ZFIN;Acc:ZDB-GENE-040718-64],atrium,increased size,abnormal,ZDB-PUB-170916-10
OG0000135,ENSDARG00000111569,ENSDARG00000111569.1,ENSDART00000180145,ENSDART00000180145.1,eef1a2,eukaryotic translation elongation factor 1 alpha 2 [Source:ZFIN;Acc:ZDB-GENE-040718-64],atrium,increased size,abnormal,ZDB-PUB-170916-10
OG0000135,ENSDARG00000111569,ENSDARG00000111569.1,ENSDART00000180145,ENSDART00000180145.1,eef1a2,eukaryotic translation elongation factor 1 alpha 2 [Source:ZFIN;Acc:ZDB-GENE-040718-64],atrium,increased size,abnormal,ZDB-PUB-170916-10
OG0000135,ENSDARG00000006838,ENSDARG00000006838.7,ENSDART00000010119,ENSDART00000010119.7,eef1a2,eukaryotic translation elongation factor 1 alpha 2 [Source:ZFIN;Acc:ZDB-GENE-040718-64],brain,decreased amount,abnormal,ZDB-PUB-200118-22
OG0000135,ENSDARG00000006838,ENSDARG00000006838.7,ENSDART00000010119,ENSDART00000010119.7,eef1a2,eukaryotic translation elongation factor 1 alpha 2 [Source:ZFIN;Acc:ZDB-GENE-040718-64],brain,decreased amount,abnormal,ZDB-PUB-200118-22
OG0000135,ENSDARG00000006838,ENSDARG00000006838.7,ENSDART00000010119,ENSDART00000010119.7,eef1a2,eukaryotic translation elongation factor 1 alpha 2 [Source:ZFIN;Acc:ZDB-GENE-040718-64],brain,decreased amount,abnormal,ZDB-PUB-200118-22
OG0000135,ENSDARG00000111569,ENSDARG00000111569.1,ENSDART00000180145,ENSDART00000180145.1,eef1a2,eukaryotic translation elongation factor 1 alpha 2 [Source:ZFIN;Acc:ZDB-GENE-040718-64],brain,decreased amount,abnormal,ZDB-PUB-200118-22
OG0000135,ENSDARG00000111569,ENSDARG00000111569.1,ENSDART00000180145,ENSDART00000180145.1,eef1a2,eukaryotic translation elongation factor 1 alpha 2 [Source:ZFIN;Acc:ZDB-GENE-040718-64],brain,decreased amount,abnormal,ZDB-PUB-200118-22
OG0000135,ENSDARG00000111569,ENSDARG00000111569.1,ENSDART00000180145,ENSDART00000180145.1,eef1a2,eukaryotic translation elongation factor 1 alpha 2 [Source:ZFIN;Acc:ZDB-GENE-040718-64],brain,decreased amount,abnormal,ZDB-PUB-200118-22
OG0000135,ENSDARG00000006838,ENSDARG00000006838.7,ENSDART00000010119,ENSDART00000010119.7,eef1a2,eukaryotic translation elongation factor 1 alpha 2 [Source:ZFIN;Acc:ZDB-GENE-040718-64],head,decreased size,abnormal,ZDB-PUB-170916-10
OG0000135,ENSDARG00000006838,ENSDARG00000006838.7,ENSDART00000010119,ENSDART00000010119.7,eef1a2,eukaryotic translation elongation factor 1 alpha 2 [Source:ZFIN;Acc:ZDB-GENE-040718-64],head,decreased size,abnormal,ZDB-PUB-170916-10
OG0000135,ENSDARG00000111569,ENSDARG00000111569.1,ENSDART00000180145,ENSDART00000180145.1,eef1a2,eukaryotic translation elongation factor 1 alpha 2 [Source:ZFIN;Acc:ZDB-GENE-040718-64],head,decreased size,abnormal,ZDB-PUB-170916-10
OG0000135,ENSDARG00000111569,ENSDARG00000111569.1,ENSDART00000180145,ENSDART00000180145.1,eef1a2,eukaryotic translation elongation factor 1 alpha 2 [Source:ZFIN;Acc:ZDB-GENE-040718-64],head,decreased size,abnormal,ZDB-PUB-170916-10
OG0000135,ENSDARG00000006838,ENSDARG00000006838.7,ENSDART00000010119,ENSDART00000010119.7,eef1a2,eukaryotic translation elongation factor 1 alpha 2 [Source:ZFIN;Acc:ZDB-GENE-040718-64],heart contraction,decreased rate,abnormal,ZDB-PUB-170916-10
OG0000135,ENSDARG00000006838,ENSDARG00000006838.7,ENSDART00000010119,ENSDART00000010119.7,eef1a2,eukaryotic translation elongation factor 1 alpha 2 [Source:ZFIN;Acc:ZDB-GENE-040718-64],heart contraction,irregular rhythm,abnormal,ZDB-PUB-170916-10
OG0000135,ENSDARG00000006838,ENSDARG00000006838.7,ENSDART00000010119,ENSDART00000010119.7,eef1a2,eukaryotic translation elongation factor 1 alpha 2 [Source:ZFIN;Acc:ZDB-GENE-040718-64],heart contraction,irregular rhythm,abnormal,ZDB-PUB-170916-10
OG0000135,ENSDARG00000006838,ENSDARG00000006838.7,ENSDART00000010119,ENSDART00000010119.7,eef1a2,eukaryotic translation elongation factor 1 alpha 2 [Source:ZFIN;Acc:ZDB-GENE-040718-64],heart contraction,decreased rate,abnormal,ZDB-PUB-170916-10
OG0000135,ENSDARG00000111569,ENSDARG00000111569.1,ENSDART00000180145,ENSDART00000180145.1,eef1a2,eukaryotic translation elongation factor 1 alpha 2 [Source:ZFIN;Acc:ZDB-GENE-040718-64],heart contraction,decreased rate,abnormal,ZDB-PUB-170916-10
OG0000135,ENSDARG00000111569,ENSDARG00000111569.1,ENSDART00000180145,ENSDART00000180145.1,eef1a2,eukaryotic translation elongation factor 1 alpha 2 [Source:ZFIN;Acc:ZDB-GENE-040718-64],heart contraction,irregular rhythm,abnormal,ZDB-PUB-170916-10
OG0000135,ENSDARG00000111569,ENSDARG00000111569.1,ENSDART00000180145,ENSDART00000180145.1,eef1a2,eukaryotic translation elongation factor 1 alpha 2 [Source:ZFIN;Acc:ZDB-GENE-040718-64],heart contraction,irregular rhythm,abnormal,ZDB-PUB-170916-10
OG0000135,ENSDARG00000111569,ENSDARG00000111569.1,ENSDART00000180145,ENSDART00000180145.1,eef1a2,eukaryotic translation elongation factor 1 alpha 2 [Source:ZFIN;Acc:ZDB-GENE-040718-64],heart contraction,decreased rate,abnormal,ZDB-PUB-170916-10
OG0000135,ENSDARG00000006838,ENSDARG00000006838.7,ENSDART00000010119,ENSDART00000010119.7,eef1a2,eukaryotic translation elongation factor 1 alpha 2 [Source:ZFIN;Acc:ZDB-GENE-040718-64],heart development,disrupted,abnormal,ZDB-PUB-170916-10
OG0000135,ENSDARG00000006838,ENSDARG00000006838.7,ENSDART00000010119,ENSDART00000010119.7,eef1a2,eukaryotic translation elongation factor 1 alpha 2 [Source:ZFIN;Acc:ZDB-GENE-040718-64],heart development,disrupted,abnormal,ZDB-PUB-170916-10
OG0000135,ENSDARG00000111569,ENSDARG00000111569.1,ENSDART00000180145,ENSDART00000180145.1,eef1a2,eukaryotic translation elongation factor 1 alpha 2 [Source:ZFIN;Acc:ZDB-GENE-040718-64],heart development,disrupted,abnormal,ZDB-PUB-170916-10
OG0000135,ENSDARG00000111569,ENSDARG00000111569.1,ENSDART00000180145,ENSDART00000180145.1,eef1a2,eukaryotic translation elongation factor 1 alpha 2 [Source:ZFIN;Acc:ZDB-GENE-040718-64],heart development,disrupted,abnormal,ZDB-PUB-170916-10
OG0000135,ENSDARG00000006838,ENSDARG00000006838.7,ENSDART00000010119,ENSDART00000010119.7,eef1a2,eukaryotic translation elongation factor 1 alpha 2 [Source:ZFIN;Acc:ZDB-GENE-040718-64],muscle,decreased amount,abnormal,ZDB-PUB-200118-22
OG0000135,ENSDARG00000111569,ENSDARG00000111569.1,ENSDART00000180145,ENSDART00000180145.1,eef1a2,eukaryotic translation elongation factor 1 alpha 2 [Source:ZFIN;Acc:ZDB-GENE-040718-64],muscle,decreased amount,abnormal,ZDB-PUB-200118-22
OG0000135,ENSDARG00000006838,ENSDARG00000006838.7,ENSDART00000010119,ENSDART00000010119.7,eef1a2,eukaryotic translation elongation factor 1 alpha 2 [Source:ZFIN;Acc:ZDB-GENE-040718-64],pericardium,edematous,abnormal,ZDB-PUB-170916-10
OG0000135,ENSDARG00000006838,ENSDARG00000006838.7,ENSDART00000010119,ENSDART00000010119.7,eef1a2,eukaryotic translation elongation factor 1 alpha 2 [Source:ZFIN;Acc:ZDB-GENE-040718-64],pericardium,edematous,abnormal,ZDB-PUB-170916-10
OG0000135,ENSDARG00000111569,ENSDARG00000111569.1,ENSDART00000180145,ENSDART00000180145.1,eef1a2,eukaryotic translation elongation factor 1 alpha 2 [Source:ZFIN;Acc:ZDB-GENE-040718-64],pericardium,edematous,abnormal,ZDB-PUB-170916-10
OG0000135,ENSDARG00000111569,ENSDARG00000111569.1,ENSDART00000180145,ENSDART00000180145.1,eef1a2,eukaryotic translation elongation factor 1 alpha 2 [Source:ZFIN;Acc:ZDB-GENE-040718-64],pericardium,edematous,abnormal,ZDB-PUB-170916-10
OG0000135,ENSDARG00000006838,ENSDARG00000006838.7,ENSDART00000010119,ENSDART00000010119.7,eef1a2,eukaryotic translation elongation factor 1 alpha 2 [Source:ZFIN;Acc:ZDB-GENE-040718-64],whole organism,decreased amount,abnormal,ZDB-PUB-170916-10
OG0000135,ENSDARG00000006838,ENSDARG00000006838.7,ENSDART00000010119,ENSDART00000010119.7,eef1a2,eukaryotic translation elongation factor 1 alpha 2 [Source:ZFIN;Acc:ZDB-GENE-040718-64],whole organism,decreased amount,abnormal,ZDB-PUB-170916-10
OG0000135,ENSDARG00000006838,ENSDARG00000006838.7,ENSDART00000010119,ENSDART00000010119.7,eef1a2,eukaryotic translation elongation factor 1 alpha 2 [Source:ZFIN;Acc:ZDB-GENE-040718-64],whole organism,increased curvature,abnormal,ZDB-PUB-170916-10
OG0000135,ENSDARG00000006838,ENSDARG00000006838.7,ENSDART00000010119,ENSDART00000010119.7,eef1a2,eukaryotic translation elongation factor 1 alpha 2 [Source:ZFIN;Acc:ZDB-GENE-040718-64],whole organism,increased curvature,abnormal,ZDB-PUB-170916-10
OG0000135,ENSDARG00000111569,ENSDARG00000111569.1,ENSDART00000180145,ENSDART00000180145.1,eef1a2,eukaryotic translation elongation factor 1 alpha 2 [Source:ZFIN;Acc:ZDB-GENE-040718-64],whole organism,decreased amount,abnormal,ZDB-PUB-170916-10
OG0000135,ENSDARG00000111569,ENSDARG00000111569.1,ENSDART00000180145,ENSDART00000180145.1,eef1a2,eukaryotic translation elongation factor 1 alpha 2 [Source:ZFIN;Acc:ZDB-GENE-040718-64],whole organism,decreased amount,abnormal,ZDB-PUB-170916-10
OG0000135,ENSDARG00000111569,ENSDARG00000111569.1,ENSDART00000180145,ENSDART00000180145.1,eef1a2,eukaryotic translation elongation factor 1 alpha 2 [Source:ZFIN;Acc:ZDB-GENE-040718-64],whole organism,increased curvature,abnormal,ZDB-PUB-170916-10
OG0000135,ENSDARG00000111569,ENSDARG00000111569.1,ENSDART00000180145,ENSDART00000180145.1,eef1a2,eukaryotic translation elongation factor 1 alpha 2 [Source:ZFIN;Acc:ZDB-GENE-040718-64],whole organism,increased curvature,abnormal,ZDB-PUB-170916-10
OG0007954,ENSDARG00000075612,ENSDARG00000075612.6,ENSDART00000134809,ENSDART00000134809.4,ercc6,excision repair cross-complementation group 6 [Source:ZFIN;Acc:ZDB-GENE-070228-1],head,decreased size,abnormal,ZDB-PUB-150624-6
OG0007954,ENSDARG00000075612,ENSDARG00000075612.6,ENSDART00000134809,ENSDART00000134809.4,ercc6,excision repair cross-complementation group 6 [Source:ZFIN;Acc:ZDB-GENE-070228-1],head,hydrocephalic,abnormal,ZDB-PUB-150624-6
OG0007954,ENSDARG00000075612,ENSDARG00000075612.6,ENSDART00000134809,ENSDART00000134809.4,ercc6,excision repair cross-complementation group 6 [Source:ZFIN;Acc:ZDB-GENE-070228-1],post-vent region,curved,abnormal,ZDB-PUB-150624-6
OG0007954,ENSDARG00000075612,ENSDARG00000075612.6,ENSDART00000134809,ENSDART00000134809.4,ercc6,excision repair cross-complementation group 6 [Source:ZFIN;Acc:ZDB-GENE-070228-1],trunk,decreased size,abnormal,ZDB-PUB-150624-6
OG0007954,ENSDARG00000075612,ENSDARG00000075612.6,ENSDART00000134809,ENSDART00000134809.4,ercc6,excision repair cross-complementation group 6 [Source:ZFIN;Acc:ZDB-GENE-070228-1],trunk,malformed,abnormal,ZDB-PUB-150624-6
OG0000348,ENSDARG00000042984,ENSDARG00000042984.8,ENSDART00000156958,ENSDART00000156958.2,fpr1,formyl peptide receptor 1 [Source:ZFIN;Acc:ZDB-GENE-121227-2],neutrophil activation involved in immune response,disrupted,abnormal,ZDB-PUB-120928-15
OG0007347,ENSDARG00000031886,ENSDARG00000031886.9,ENSDART00000129889,ENSDART00000129889.5,ift140,intraflagellar transport 140 homolog (Chlamydomonas) [Source:ZFIN;Acc:ZDB-GENE-040724-165],gastrulation,process quality,abnormal,ZDB-PUB-170721-10
OG0007347,ENSDARG00000031886,ENSDARG00000031886.9,ENSDART00000129889,ENSDART00000129889.5,ift140,intraflagellar transport 140 homolog (Chlamydomonas) [Source:ZFIN;Acc:ZDB-GENE-040724-165],notochord,kinked,abnormal,ZDB-PUB-170721-10
OG0007347,ENSDARG00000031886,ENSDARG00000031886.9,ENSDART00000129889,ENSDART00000129889.5,ift140,intraflagellar transport 140 homolog (Chlamydomonas) [Source:ZFIN;Acc:ZDB-GENE-040724-165],notochord,increased width,abnormal,ZDB-PUB-170721-10
OG0007347,ENSDARG00000031886,ENSDARG00000031886.9,ENSDART00000129889,ENSDART00000129889.5,ift140,intraflagellar transport 140 homolog (Chlamydomonas) [Source:ZFIN;Acc:ZDB-GENE-040724-165],somite,increased width,abnormal,ZDB-PUB-170721-10
OG0007347,ENSDARG00000031886,ENSDARG00000031886.9,ENSDART00000129889,ENSDART00000129889.5,ift140,intraflagellar transport 140 homolog (Chlamydomonas) [Source:ZFIN;Acc:ZDB-GENE-040724-165],somite,decreased thickness,abnormal,ZDB-PUB-170721-10
OG0007347,ENSDARG00000031886,ENSDARG00000031886.9,ENSDART00000129889,ENSDART00000129889.5,ift140,intraflagellar transport 140 homolog (Chlamydomonas) [Source:ZFIN;Acc:ZDB-GENE-040724-165],whole organism,decreased length,abnormal,ZDB-PUB-170721-10
OG0007347,ENSDARG00000031886,ENSDARG00000031886.9,ENSDART00000129889,ENSDART00000129889.5,ift140,intraflagellar transport 140 homolog (Chlamydomonas) [Source:ZFIN;Acc:ZDB-GENE-040724-165],whole organism,decreased size,abnormal,ZDB-PUB-170721-10
OG0011822,ENSDARG00000009825,ENSDARG00000009825.7,ENSDART00000024068,ENSDART00000024068.7,mmp23bb,matrix metallopeptidase 23bb [Source:ZFIN;Acc:ZDB-GENE-050417-448],cell division,decreased occurrence,abnormal,ZDB-PUB-101115-15
OG0011822,ENSDARG00000009825,ENSDARG00000009825.7,ENSDART00000024068,ENSDART00000024068.7,mmp23bb,matrix metallopeptidase 23bb [Source:ZFIN;Acc:ZDB-GENE-050417-448],cell division,decreased occurrence,abnormal,ZDB-PUB-101115-15
OG0011822,ENSDARG00000009825,ENSDARG00000009825.7,ENSDART00000024068,ENSDART00000024068.7,mmp23bb,matrix metallopeptidase 23bb [Source:ZFIN;Acc:ZDB-GENE-050417-448],hepatocyte proliferation,disrupted,abnormal,ZDB-PUB-101115-15
OG0011822,ENSDARG00000009825,ENSDARG00000009825.7,ENSDART00000024068,ENSDART00000024068.7,mmp23bb,matrix metallopeptidase 23bb [Source:ZFIN;Acc:ZDB-GENE-050417-448],hepatocyte proliferation,disrupted,abnormal,ZDB-PUB-101115-15
OG0011822,ENSDARG00000009825,ENSDARG00000009825.7,ENSDART00000024068,ENSDART00000024068.7,mmp23bb,matrix metallopeptidase 23bb [Source:ZFIN;Acc:ZDB-GENE-050417-448],liver,decreased size,abnormal,ZDB-PUB-101115-15
OG0011822,ENSDARG00000009825,ENSDARG00000009825.7,ENSDART00000024068,ENSDART00000024068.7,mmp23bb,matrix metallopeptidase 23bb [Source:ZFIN;Acc:ZDB-GENE-050417-448],liver,decreased size,abnormal,ZDB-PUB-101115-15
OG0011822,ENSDARG00000009825,ENSDARG00000009825.7,ENSDART00000024068,ENSDART00000024068.7,mmp23bb,matrix metallopeptidase 23bb [Source:ZFIN;Acc:ZDB-GENE-050417-448],liver,decreased size,abnormal,ZDB-PUB-101115-15
OG0011822,ENSDARG00000009825,ENSDARG00000009825.7,ENSDART00000024068,ENSDART00000024068.7,mmp23bb,matrix metallopeptidase 23bb [Source:ZFIN;Acc:ZDB-GENE-050417-448],liver,decreased size,abnormal,ZDB-PUB-101115-15
OG0011822,ENSDARG00000009825,ENSDARG00000009825.7,ENSDART00000024068,ENSDART00000024068.7,mmp23bb,matrix metallopeptidase 23bb [Source:ZFIN;Acc:ZDB-GENE-050417-448],liver,decreased size,abnormal,ZDB-PUB-101115-15
OG0011822,ENSDARG00000009825,ENSDARG00000009825.7,ENSDART00000024068,ENSDART00000024068.7,mmp23bb,matrix metallopeptidase 23bb [Source:ZFIN;Acc:ZDB-GENE-050417-448],liver,decreased size,abnormal,ZDB-PUB-101115-15
OG0011822,ENSDARG00000009825,ENSDARG00000009825.7,ENSDART00000024068,ENSDART00000024068.7,mmp23bb,matrix metallopeptidase 23bb [Source:ZFIN;Acc:ZDB-GENE-050417-448],liver,decreased size,abnormal,ZDB-PUB-101115-15
OG0000809,ENSDARG00000038822,ENSDARG00000038822.8,ENSDART00000140523,ENSDART00000140523.3,mrc1b,"mannose receptor, C type 1b [Source:ZFIN;Acc:ZDB-GENE-070705-13]",microglial cell,decreased amount,abnormal,ZDB-PUB-190216-3
OG0000943,ENSDARG00000021265,ENSDARG00000021265.9,ENSDART00000143184,ENSDART00000143184.2,mybpc2b,"myosin binding protein C, fast type b [Source:ZFIN;Acc:ZDB-GENE-050320-80]",pericardium,edematous,abnormal,ZDB-PUB-160330-7
OG0000943,ENSDARG00000021265,ENSDARG00000021265.9,ENSDART00000143184,ENSDART00000143184.2,mybpc2b,"myosin binding protein C, fast type b [Source:ZFIN;Acc:ZDB-GENE-050320-80]",skeletal muscle,increased process quality,abnormal,ZDB-PUB-160330-7
OG0000943,ENSDARG00000021265,ENSDARG00000021265.9,ENSDART00000143184,ENSDART00000143184.2,mybpc2b,"myosin binding protein C, fast type b [Source:ZFIN;Acc:ZDB-GENE-050320-80]",skeletal muscle,decreased length,abnormal,ZDB-PUB-160330-7
OG0000943,ENSDARG00000021265,ENSDARG00000021265.9,ENSDART00000143184,ENSDART00000143184.2,mybpc2b,"myosin binding protein C, fast type b [Source:ZFIN;Acc:ZDB-GENE-050320-80]",skeletal muscle cell,decreased thickness,abnormal,ZDB-PUB-160330-7
OG0000943,ENSDARG00000021265,ENSDARG00000021265.9,ENSDART00000143184,ENSDART00000143184.2,mybpc2b,"myosin binding protein C, fast type b [Source:ZFIN;Acc:ZDB-GENE-050320-80]",skeletal muscle cell,increased variability of size,abnormal,ZDB-PUB-160330-7
OG0000943,ENSDARG00000021265,ENSDARG00000021265.9,ENSDART00000143184,ENSDART00000143184.2,mybpc2b,"myosin binding protein C, fast type b [Source:ZFIN;Acc:ZDB-GENE-050320-80]",skeletal muscle cell,decondensed,abnormal,ZDB-PUB-160330-7
OG0000943,ENSDARG00000021265,ENSDARG00000021265.9,ENSDART00000143184,ENSDART00000143184.2,mybpc2b,"myosin binding protein C, fast type b [Source:ZFIN;Acc:ZDB-GENE-050320-80]",skeletal muscle cell,decreased length,abnormal,ZDB-PUB-160330-7
OG0000943,ENSDARG00000021265,ENSDARG00000021265.9,ENSDART00000143184,ENSDART00000143184.2,mybpc2b,"myosin binding protein C, fast type b [Source:ZFIN;Acc:ZDB-GENE-050320-80]",trunk,increased amount,abnormal,ZDB-PUB-160330-7
OG0000943,ENSDARG00000021265,ENSDARG00000021265.9,ENSDART00000143184,ENSDART00000143184.2,mybpc2b,"myosin binding protein C, fast type b [Source:ZFIN;Acc:ZDB-GENE-050320-80]",trunk,decreased amount,abnormal,ZDB-PUB-160330-7
OG0000943,ENSDARG00000021265,ENSDARG00000021265.9,ENSDART00000143184,ENSDART00000143184.2,mybpc2b,"myosin binding protein C, fast type b [Source:ZFIN;Acc:ZDB-GENE-050320-80]",trunk,increased amount,abnormal,ZDB-PUB-160330-7
OG0000943,ENSDARG00000021265,ENSDARG00000021265.9,ENSDART00000143184,ENSDART00000143184.2,mybpc2b,"myosin binding protein C, fast type b [Source:ZFIN;Acc:ZDB-GENE-050320-80]",trunk,decreased amount,abnormal,ZDB-PUB-160330-7
OG0000943,ENSDARG00000021265,ENSDARG00000021265.9,ENSDART00000143184,ENSDART00000143184.2,mybpc2b,"myosin binding protein C, fast type b [Source:ZFIN;Acc:ZDB-GENE-050320-80]",trunk,decreased amount,abnormal,ZDB-PUB-160330-7
OG0000943,ENSDARG00000021265,ENSDARG00000021265.9,ENSDART00000143184,ENSDART00000143184.2,mybpc2b,"myosin binding protein C, fast type b [Source:ZFIN;Acc:ZDB-GENE-050320-80]",trunk,increased amount,abnormal,ZDB-PUB-160330-7
OG0000943,ENSDARG00000021265,ENSDARG00000021265.9,ENSDART00000143184,ENSDART00000143184.2,mybpc2b,"myosin binding protein C, fast type b [Source:ZFIN;Acc:ZDB-GENE-050320-80]",trunk,increased amount,abnormal,ZDB-PUB-160330-7
OG0000943,ENSDARG00000021265,ENSDARG00000021265.9,ENSDART00000143184,ENSDART00000143184.2,mybpc2b,"myosin binding protein C, fast type b [Source:ZFIN;Acc:ZDB-GENE-050320-80]",trunk,increased amount,abnormal,ZDB-PUB-160330-7
OG0000943,ENSDARG00000021265,ENSDARG00000021265.9,ENSDART00000143184,ENSDART00000143184.2,mybpc2b,"myosin binding protein C, fast type b [Source:ZFIN;Acc:ZDB-GENE-050320-80]",whole organism,decreased length,abnormal,ZDB-PUB-160330-7
OG0003815,ENSDARG00000045620,ENSDARG00000045620.6,ENSDART00000067086,ENSDART00000067086.6,nansa,N-acetylneuraminic acid synthase a [Source:ZFIN;Acc:ZDB-GENE-030131-1500],basihyal cartilage,absent,abnormal,ZDB-PUB-160524-3
